,delivery_region,lot_name,count
2727,Кемеровская область - Кузбасс,"Услуги по производству изделий хозяйственного и санитарно-гигиенического назначения отдельные, выполняемые субподрядчиком",1
2728,Кемеровская область - Кузбасс,Услуги по производству пропагандистских или рекламных кинофильмов и видеофильмов,1
2729,Кемеровская область - Кузбасс,"Услуги по производству прочей мебели отдельные, выполняемые субподрядчиком",1
2730,Кемеровская область - Кузбасс,"Услуги по производству прочих изделий из бумаги и картона отдельные, выполняемые субподрядчиком",1
2731,Кемеровская область - Кузбасс,"Услуги по производству прочих металлических изделий, не включенных в другие группировки, отдельные, выполняемые субподрядчиком",1
2736,Кемеровская область - Кузбасс,Услуги по регламентным работам (по видам технического обслуживания),1
2739,Кемеровская область - Кузбасс,Услуги по ремонту и техническому обслуживанию металлических конструкций,1
2742,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию оборудования для производства пищевых продуктов, напитков и табачных изделий",1
2744,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию подшипников, зубчатых колес, зубчатых передач и элементов приводов",1
2677,Кемеровская область - Кузбасс,Услуги по мониторингу радиационной обстановки,1
2668,Кемеровская область - Кузбасс,Услуги по изданию книг за вознаграждение или на договорной основе,1
2753,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию электродвигателей, генераторов, трансформаторов и распределительной и регулирующей аппаратуры для электричества",1
2667,Кемеровская область - Кузбасс,Услуги по изготовлению изделий текстильной галантереи по индивидуальному заказу населения,1
2606,Кемеровская область - Кузбасс,"Уборка территорий, прилегающих к зданиям образовательных организаций....",1
2607,Кемеровская область - Кузбасс,Уголь марки Д - длиннопламенный,1
2608,Кемеровская область - Кузбасс,Уголь марки ДГ - длиннопламенный газовый,1
2609,Кемеровская область - Кузбасс,Указатели и датчики аварийных состояний,1
2610,Кемеровская область - Кузбасс,Умывальники....,1
2612,Кемеровская область - Кузбасс,Услуги (работы) в области защиты информации прочие,1
2615,Кемеровская область - Кузбасс,Услуги арендованных автобусов с водителем,1
2616,Кемеровская область - Кузбасс,Услуги библиотек,1
2620,Кемеровская область - Кузбасс,Услуги в виде инженерно-технических консультаций прочие,1
2626,Кемеровская область - Кузбасс,Услуги в области землеустройства,1
2628,Кемеровская область - Кузбасс,"Услуги в области испытаний и анализа механических и электрических характеристик машин, двигателей, автомобилей, станков, приборов, аппаратуры связи и прочего комплектного оборудования, содержащего механические и электрические компоненты",1
2634,Кемеровская область - Кузбасс,Услуги в области общего среднего образования прочие,1
2637,Кемеровская область - Кузбасс,"Услуги в области трудовых ресурсов по обеспечению персоналом прочие, не включенные в другие группировки",1
2638,Кемеровская область - Кузбасс,Услуги ветеринарные прочие,1
2643,Кемеровская область - Кузбасс,"Услуги информационных агентств, предоставляемые аудиовизуальным средствам массовой информации",1
2647,Кемеровская область - Кузбасс,"Услуги консультативные, связанные с компьютерной техникой",1
2649,Кемеровская область - Кузбасс,"Услуги объединений, создаваемых с целью проведения культурных и развлекательных мероприятий и организации досуга, кроме спорта или игр",1
2653,Кемеровская область - Кузбасс,Услуги печатные прочие,1
2657,Кемеровская область - Кузбасс,Услуги по аттестации объектов....,1
2658,Кемеровская область - Кузбасс,Услуги по аттестации персонала....,1
2663,Кемеровская область - Кузбасс,Услуги по доступу к информационно-коммуникационной сети интернет....,1
2664,Кемеровская область - Кузбасс,Услуги по замене агрегатов,1
2666,Кемеровская область - Кузбасс,Услуги по захоронению,1
2752,Кемеровская область - Кузбасс,"Услуги по ремонту и техническому обслуживанию прочих транспортных средств и оборудования, не включенных в другие группировки",1
2756,Кемеровская область - Кузбасс,Услуги по ремонту оборудования,1
2417,Кемеровская область - Кузбасс,"Работы теплоизоляционные, предусматривающие применение теплоизоляционных материалов, стойких к воздействию погодных факторов, для заполнения пустот в наружных стенах",1
2816,Кемеровская область - Кузбасс,"Услуги, оказываемые прочими гражданскими и общественными организациями",1
2823,Кемеровская область - Кузбасс,"Услуги, связанные с научными исследованиями и экспериментальными разработками в области прочих естественных наук",1
2824,Кемеровская область - Кузбасс,"Услуги, связанные с обеспечением общественного порядка и безопасности, прочие",1
2826,Кемеровская область - Кузбасс,Установки для работы со звуком,1
2827,Кемеровская область - Кузбасс,Установки насосные,1
2828,Кемеровская область - Кузбасс,Установки стоматологические,1
2829,Кемеровская область - Кузбасс,Устройства автоматической обработки данных прочие,1
2834,Кемеровская область - Кузбасс,"Устройства запоминающие полупроводниковые, сохраняющие информацию при выключении питания",1
2835,Кемеровская область - Кузбасс,Устройства звукоусиления прочие...,1
2837,Кемеровская область - Кузбасс,"Устройства механические для разбрызгивания, рассеивания или распыления прочие, кроме сельскохозяйственных",1
2838,Кемеровская область - Кузбасс,Устройства многофункциональные (МФУ) типовые,1
2841,Кемеровская область - Кузбасс,Устройства плавного пуска электродвигателей....,1
2842,Кемеровская область - Кузбасс,Устройства приемно-контрольные охранные и охранно-пожарные,1
2844,Кемеровская область - Кузбасс,Утюги электрические,1
2846,Кемеровская область - Кузбасс,"Учебное оборудование для предпрофессиональных классов, закупаемое в рамках проекта «техносфера современной школы»",1
2847,Кемеровская область - Кузбасс,Учебные коммутационные устройства,1
2848,Кемеровская область - Кузбасс,Файлы-вкладыши пластиковые,1
2850,Кемеровская область - Кузбасс,Филе морской рыбы мороженое,1
2853,Кемеровская область - Кузбасс,Фрукты сушеные,1
2854,Кемеровская область - Кузбасс,"Фрукты, свежие или предварительно подвергнутые тепловой обработке, замороженные",1
2855,Кемеровская область - Кузбасс,"Фрукты, ягоды и их смеси сушеные, смеси из сухофруктов и орехов",1
2856,Кемеровская область - Кузбасс,"Фурнитура и аналогичные пластмассовые изделия, прочие",1
2861,Кемеровская область - Кузбасс,Хлебопечки электрические бытовые...,1
2862,Кемеровская область - Кузбасс,Холодильники бытовые,1
2819,Кемеровская область - Кузбасс,"Услуги, предоставляемые коммерческими и предпринимательскими членскими организациями",1
2815,Кемеровская область - Кузбасс,Услуги электросвязи,1
2758,Кемеровская область - Кузбасс,Услуги по ремонту стиральных и сушильных машин,1
2813,Кемеровская область - Кузбасс,Услуги школ подготовки водителей автотранспортных средств,1
2760,Кемеровская область - Кузбасс,"Услуги по розничной торговле автотранспортными средствами прочие, не включенные в другие группировки",1
2763,Кемеровская область - Кузбасс,Услуги по розничной торговле писчебумажными и канцелярскими товарами в специализированных магазинах,1
2764,Кемеровская область - Кузбасс,"Услуги по розничной торговле прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",1
2767,Кемеровская область - Кузбасс,"Услуги по сбору неопасных отходов городского хозяйства, пригодных для повторного использования",1
2768,Кемеровская область - Кузбасс,Услуги по сбору опасных медицинских и прочих биологически опасных отходов,1
2769,Кемеровская область - Кузбасс,Услуги по созданию топографических карт и планов,1
2771,Кемеровская область - Кузбасс,Услуги по стирке и обработке белья....,1
2775,Кемеровская область - Кузбасс,"Услуги по территориальному планированию и планировке территории городских поселений, округов",1
2779,Кемеровская область - Кузбасс,"Услуги по техническому обслуживанию и очистке систем водоотведения и дренажных труб, включая арматуру систем водоотведения",1
2780,Кемеровская область - Кузбасс,Услуги по техническому обслуживанию приборов учета расхода воды,1
2781,Кемеровская область - Кузбасс,"Услуги по тушению и предупреждению пожаров прочие, не включенные в другие группировки",1
2783,Кемеровская область - Кузбасс,Услуги по улучшению положения гражданского населения и поддержке общественности прочие,1
2784,Кемеровская область - Кузбасс,Услуги по установке программного обеспечения,1
2788,Кемеровская область - Кузбасс,Услуги по широкополосному доступу к информационно-коммуникационной сети Интернет по беспроводным сетям,1
2790,Кемеровская область - Кузбасс,"Услуги по эксплуатации специализированных информационных систем и ресурсов, программно-технических комплексов",1
2792,Кемеровская область - Кузбасс,"Услуги почтовой связи общего пользования, связанные с письменной корреспонденцией",1
2793,Кемеровская область - Кузбасс,"Услуги почтовые, связанные с посылочной почтой, прочие",1
2796,Кемеровская область - Кузбасс,"Услуги пультовой охраны, осуществляемой посредством видеонаблюдения....",1
2801,Кемеровская область - Кузбасс,Услуги специальной почтовой связи,1
2803,Кемеровская область - Кузбасс,Услуги стоянок для транспортных средств,1
2804,Кемеровская область - Кузбасс,Услуги телекоммуникационные беспроводные прочие в информационно-коммуникационной сети Интернет,1
2805,Кемеровская область - Кузбасс,Услуги телекоммуникационные посредством существующих телекоммуникационных соединений,1
2811,Кемеровская область - Кузбасс,Услуги частной охраны (охранный (технический) мониторинг)....,1
2605,Кемеровская область - Кузбасс,"Уборка комплексная (зимняя/летняя, ручная/механизированная)....",1
2603,Кемеровская область - Кузбасс,Тумбы офисные деревянные,1
2600,Кемеровская область - Кузбасс,Трубы стальные водогазопроводные,1
2463,Кемеровская область - Кузбасс,"Светильники электрические настольные, прикроватные или напольные, предназначенные для использования с лампами накаливания",1
2473,Кемеровская область - Кузбасс,Системы видеоконтроля и видеонаблюдения.,1
2477,Кемеровская область - Кузбасс,"Скатерти и салфетки для стола из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон",1
2479,Кемеровская область - Кузбасс,"Сладости восточные и прочие изделия мучные кондитерские, не включенные в другие группировки",1
2480,Кемеровская область - Кузбасс,Смеси для питания на основе аминокислот,1
2483,Кемеровская область - Кузбасс,Смеси молочные сухие прочие для детей раннего возраста,1
2484,Кемеровская область - Кузбасс,Смеси на основе гипса,1
2485,Кемеровская область - Кузбасс,Смеси специального назначения.,1
2486,Кемеровская область - Кузбасс,"Сметана от 10,0% до 17,0% жирности",1
2487,Кемеровская область - Кузбасс,Снаряжение лыжное прочее,1
2488,Кемеровская область - Кузбасс,Снегоотбрасыватели малогабаритные...,1
2490,Кемеровская область - Кузбасс,Снегоходы....,1
2491,Кемеровская область - Кузбасс,Содержание порталов в информационно-коммуникационной сети Интернет,1
2492,Кемеровская область - Кузбасс,"Соединения неорганические, не включенные в другие группировки",1
2493,Кемеровская область - Кузбасс,Сок яблочный восстановленный,1
2494,Кемеровская область - Кузбасс,Соки,1
2496,Кемеровская область - Кузбасс,Соки из фруктов и овощей,1
2498,Кемеровская область - Кузбасс,Соки из фруктов прямого отжима прочие,1
2501,Кемеровская область - Кузбасс,Сорочки верхние мужские,1
2507,Кемеровская область - Кузбасс,"Специальная экипировка, кроме спецодежды",1
2508,Кемеровская область - Кузбасс,Специальные лаки и краски,1
2509,Кемеровская область - Кузбасс,Спецодежда,1
2511,Кемеровская область - Кузбасс,Средства автотранспортные для перевозки людей прочие,1
2514,Кемеровская область - Кузбасс,Средства дезинфицирующие хозяйственные,1
2468,Кемеровская область - Кузбасс,Сейфы и шкафы огнестойкие для хранения документов и ценностей,1
2462,Кемеровская область - Кузбасс,"Светильники электрические настольные, прикроватные или напольные",1
2599,Кемеровская область - Кузбасс,Трубы стальные бесшовные горячедеформированные,1
2459,Кемеровская область - Кузбасс,"Светильники и устройства осветительные прочие, не включенные в другие группировки, предназначенные для использования с люминесцентными газоразрядными лампами",1
2419,Кемеровская область - Кузбасс,Работы электромонтажные по прокладке телекоммуникационной проводки,1
2422,Кемеровская область - Кузбасс,Рабочие места реставратора комплексные,1
2423,Кемеровская область - Кузбасс,Радиаторы центрального отопления и их секции из прочих металлов,1
2424,Кемеровская область - Кузбасс,Радиаторы центрального отопления и их секции чугунные,1
2425,Кемеровская область - Кузбасс,Размещение внешней (наружной) рекламы....,1
2426,Кемеровская область - Кузбасс,Разработка ПСД на капитальный ремонт зданий организаций социальной защиты,1
2427,Кемеровская область - Кузбасс,Разработка псд на благоустройство прочих территорий....,1
2428,Кемеровская область - Кузбасс,Разработка псд на монтаж оборудования....,1
2429,Кемеровская область - Кузбасс,Разработка псд на строения....,1
2431,Кемеровская область - Кузбасс,"Рамы деревянные для картин, фотографий, зеркал или аналогичных предметов из дерева",1
2436,Кемеровская область - Кузбасс,Расходные материалы и комплектующие для оргтехники прочие...,1
2437,Кемеровская область - Кузбасс,"Расходные материалы, комплектующие, запасные части для кухонного оборудования...",1
2438,Кемеровская область - Кузбасс,Реагенты диагностические и прочие фармацевтические препараты,1
2440,Кемеровская область - Кузбасс,Реактивы химические общелабораторного назначения,1
2441,Кемеровская область - Кузбасс,Регулировка движения,1
2442,Кемеровская область - Кузбасс,"Регуляторы давления, регуляторы температуры, регуляторы уровня и другие регуляторы",1
2443,Кемеровская область - Кузбасс,Ремонт защитного и сигнального оборудования....,1
2445,Кемеровская область - Кузбасс,Респираторы медицинские,1
2446,Кемеровская область - Кузбасс,Реставрационные инструменты...,1
2447,Кемеровская область - Кузбасс,Рис,1
2450,Кемеровская область - Кузбасс,Рукомойники....,1
2455,Кемеровская область - Кузбасс,Сахар белый свекловичный,1
2458,Кемеровская область - Кузбасс,Сборники фактов/информации оригинальные,1
2518,Кемеровская область - Кузбасс,"Средства защиты от радиации и воздействия других неблагоприятных факторов внешней среды специализированные, не содержащие встроенных дыхательных аппаратов",1
2523,Кемеровская область - Кузбасс,"Средства передвижения адаптированные, система перемещения пациентов  прочие",1
2524,Кемеровская область - Кузбасс,Средства радиофармацевтические диагностические,1
2525,Кемеровская область - Кузбасс,"Средства связи, выполняющие функцию систем коммутации",1
2570,Кемеровская область - Кузбасс,Тележки для посуды,1
2571,Кемеровская область - Кузбасс,"Телефоны головные, наушники и комбинированные устройства, состоящие из микрофона и громкоговорителя",1
2573,Кемеровская область - Кузбасс,Терминалы сбора данных....,1
2574,Кемеровская область - Кузбасс,Термометр электронный,1
2576,Кемеровская область - Кузбасс,Термометры бытовые электрические...,1
2577,Кемеровская область - Кузбасс,Термометры медицинские,1
2578,Кемеровская область - Кузбасс,Территории парковые и парки для отдыха,1
2579,Кемеровская область - Кузбасс,Тестомешалки промышленные,1
2580,Кемеровская область - Кузбасс,Техническое обслуживание и ремонт средств пожаротушения....,1
2581,Кемеровская область - Кузбасс,Техническое обслуживание и текущий ремонт противопожарного оборудования....,1
2582,Кемеровская область - Кузбасс,Техническое обслуживание и текущий ремонт прочего транспорта....,1
2583,Кемеровская область - Кузбасс,Техническое обслуживание и текущий ремонт систем видеонаблюдения....,1
2584,Кемеровская область - Кузбасс,Техническое обслуживание оргтехники для офиса....,1
2585,Кемеровская область - Кузбасс,Техническое обслуживание холодильного оборудования....,1
2587,Кемеровская область - Кузбасс,Ткани готовые из синтетических штапельных волокон прочие,1
2588,Кемеровская область - Кузбасс,Ткани с покрытием из поливинилхлорида,1
2589,Кемеровская область - Кузбасс,Товары для моделирования...,1
2590,Кемеровская область - Кузбасс,Топливо дизельное,1
2591,Кемеровская область - Кузбасс,Топливо дизельное (розничная реализация),1
2592,Кемеровская область - Кузбасс,Тракторы сельскохозяйственные колесные с мощностью двигателя не более 37 кВт,1
2593,Кемеровская область - Кузбасс,"Тракторы, управляемые рядом идущим водителем",1
2594,Кемеровская область - Кузбасс,Трансмиссии...,1
2596,Кемеровская область - Кузбасс,Тренажеры силовые,1
2568,Кемеровская область - Кузбасс,Текущий ремонт трубопроводов....,1
2567,Кемеровская область - Кузбасс,Текущий ремонт тепловых пунктов....,1
2566,Кемеровская область - Кузбасс,Текущий ремонт офисных зданий....,1
2544,Кемеровская область - Кузбасс,Столы производственные кухонные,1
2527,Кемеровская область - Кузбасс,Средства управления запирающие специальные с дистанционным контролем,1
2529,Кемеровская область - Кузбасс,Средство дезинфицирующее для медицинских учреждений,1
2532,Кемеровская область - Кузбасс,Стеллажи офисные металлические,1
2534,Кемеровская область - Кузбасс,"Стенды, карманы информационные...",1
2536,Кемеровская область - Кузбасс,Стерилизаторы хирургические или лабораторные прочие,1
2537,Кемеровская область - Кузбасс,Стиральная машина,1
2539,Кемеровская область - Кузбасс,Столы офисные металлические,1
2540,Кемеровская область - Кузбасс,Столы письменные,1
2542,Кемеровская область - Кузбасс,Столы письменные.....,1
2543,Кемеровская область - Кузбасс,Столы поворотные,1
2546,Кемеровская область - Кузбасс,Столы....,1
2565,Кемеровская область - Кузбасс,Текущий ремонт объектов водоснабжения и канализации....,1
2547,Кемеровская область - Кузбасс,Страхование иных рисков....,1
2548,Кемеровская область - Кузбасс,Строительство кабельных коммуникаций....,1
2549,Кемеровская область - Кузбасс,Струны музыкальных инструментов,1
2551,Кемеровская область - Кузбасс,Субпродукты говяжьи замороженные,1
2553,Кемеровская область - Кузбасс,Субпродукты птицы замороженные,1
2554,Кемеровская область - Кузбасс,"Сувениры, украшения, меховые",1
2555,Кемеровская область - Кузбасс,Счетчики,1
2556,Кемеровская область - Кузбасс,Счетчики производства или потребления жидкости,1
2562,Кемеровская область - Кузбасс,Творог,1
2563,Кемеровская область - Кузбасс,Творог детский,1
2865,Кемеровская область - Кузбасс,Цифровые образовательные ресурсы (цор)...,1
2866,Кемеровская область - Кузбасс,Цыплята кур яичных пород промышленного стада,1
2867,Кемеровская область - Кузбасс,Чай черный (ферментированный) в упаковках массой не более 3 кг,1
3211,Краснодарский,Изделия декоративные прочие из керамики,1
3221,Краснодарский,Изделия из гипса строительные,1
3232,Краснодарский,"Изделия мебельно-декоративные прочие, не включенные в другие группировки",1
3237,Краснодарский,Изделия ножевые прочие,1
3246,Краснодарский,"Изделия резьбовые из меди прочие, не включенные в другие группировки",1
3260,Краснодарский,Изделия хлебобулочные сухарные,1
3262,Краснодарский,Изделия хозяйственные и санитарно-гигиенические и туалетные принадлежности,1
3263,Краснодарский,Изделия хозяйственные из фарфора,1
3264,Краснодарский,Изделия чулочно-носочные женские из синтетических нитей прочие,1
3277,Краснодарский,Инвентарь и оборудование для акробатики,1
3291,Краснодарский,Инструменты и приборы геодезические,1
3295,Краснодарский,Инструменты и приспособления офтальмологические прочие,1
3303,Краснодарский,Инструменты ручные с механизированным приводом,1
3307,Краснодарский,Йогурт,1
3308,Краснодарский,Йогурт с вкусовыми компонентами,1
3311,Краснодарский,Кабели силовые с медной жилой на напряжение более 1 кВ,1
3316,Краснодарский,Калька,1
3320,Краснодарский,Канаты из черных металлов без электрической изоляции,1
3323,Краснодарский,Кардиостимуляторы,1
3324,Краснодарский,Картон для графических целей,1
3326,Краснодарский,Картофель,1
3328,Краснодарский,Картофель столовый ранний,1
3331,Краснодарский,"Карты и гидрографические или аналогичные схемы печатные, не в виде книги",1
3332,Краснодарский,Карты магнитные,1
3220,Краснодарский,Изделия из ваты из хлопка прочие,1
3209,Краснодарский,"Изделия абразивные прочие, не включенные в другие группировки",1
3147,Краснодарский,Домкраты прочие,1
3204,Краснодарский,"Известь негашеная, гашеная и гидравлическая",1
3154,Краснодарский,Древесина топливная прочая,1
3156,Краснодарский,"Дробилки прочие, не включенные в другие группировки",1
3157,Краснодарский,Дрова дубовые,1
3163,Краснодарский,Жидкости тормозные для гидравлических передач,1
3164,Краснодарский,Жилеты трикотажные или вязаные,1
3170,Краснодарский,Замки висячие из недрагоценных металлов,1
3172,Краснодарский,Замки для дверей из недрагоценных металлов,1
3174,Краснодарский,Затворы дисковые,1
3175,Краснодарский,"Здания жилые прочие, не включенные в другие группировки",1
3176,Краснодарский,Здания и помещения деревянные сборно-разборные,1
3177,Краснодарский,Здания и работы по возведению зданий,1
3181,Краснодарский,Зонты от дождя и солнца,1
3182,Краснодарский,Зубила,1
3183,Краснодарский,"Игла инъекционная, одноразового использования, стерильная",1
3185,Краснодарский,Игрушки деревянные для детей ясельного возраста без механизмов,1
3187,Краснодарский,Игрушки и украшения елочные,1
3191,Краснодарский,"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) без механизмов, не включенные в другие группировки",1
3192,Краснодарский,"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) механические (заводные, инерционные, пружинные, рычажные), не включенные в другие группировки",1
3193,Краснодарский,"Игрушки пластмассовые транспортные, технические (в том числе игрушечные сооружения) электромеханические (с микроэлектродвигателями), не включенные в другие группировки",1
3195,Краснодарский,Игрушки спортивные пластмассовые без механизмов,1
3196,Краснодарский,Игрушки спортивные резиновые формовые,1
3198,Краснодарский,Игры и игрушки,1
3201,Краснодарский,Игры электронные для детей,1
3335,Краснодарский,Катушки индуктивности прочие,1
3337,Краснодарский,Кексы,1
3340,Краснодарский,Кислород,1
3342,Краснодарский,Кислота лимонная,1
3402,Краснодарский,Конструкции и детали прочих инженерных сооружений сборные железобетонные,1
3403,Краснодарский,Конструкции сборные строительные железобетонные прочие,1
3413,Краснодарский,Корма для сельскохозяйственных животных прочие,1
3417,Краснодарский,"Коробки, сумки, футляры, наборы почтовые из бумаги или картона, содержащие наборы бумажных канцелярских принадлежностей",1
3424,Краснодарский,"Костюмы купальные из текстильных материалов, кроме трикотажных или вязаных",1
3429,Краснодарский,"Костюмы спортивные, костюмы лыжные, костюмы купальные и прочая одежда трикотажные или вязаные",1
3435,Краснодарский,Краски для специальной печати,1
3436,Краснодарский,Краски любительские и аналогичные продукты,1
3439,Краснодарский,Краски полиграфические для офсетной печати,1
3441,Краснодарский,Крафт-лайнер немелованный,1
3442,Краснодарский,"Крахмалы, кроме модифицированных",1
3443,Краснодарский,"Кремы густые для ухода за кожей лица, питательные и с биологически активными веществами",1
3445,Краснодарский,Кристаллы светодиодные,1
3449,Краснодарский,Круги отрезные,1
3450,Краснодарский,Крупа гречневая,1
3451,Краснодарский,Крупа из пшеницы,1
3453,Краснодарский,"Куклы из ткани, меха, ваты, кожи и ее заменителей, нетканых материалов без механизмов",1
3454,Краснодарский,Куклы пластмассовые без механизмов,1
3455,Краснодарский,"Куклы пластмассовые гидравлические, пневматические, аэродинамические, действующие от магнитов",1
3456,Краснодарский,Культиваторы,1
3460,Краснодарский,Лампы инфракрасные,1
3462,Краснодарский,Лампы металлогалогенные,1
3464,Краснодарский,"Лампы накаливания мощностью 100 - 200 Вт, не включенные в другие группировки",1
3401,Краснодарский,Конструкции и детали линий электропередач и открытых подстанций из черных металлов,1
3398,Краснодарский,Конструкции и детали каналов и открытых водоводов железобетонные,1
3395,Краснодарский,Кондитерские изделия для детского питания,1
3369,Краснодарский,"Комплектующие (запасные части) двухколесных и прочих велосипедов без двигателя, не имеющие самостоятельных группировок",1
3346,Краснодарский,Клапаны регулирующие,1
3347,Краснодарский,Клеи на основе полимеризационных смол,1
3352,Краснодарский,"Книги прочие на дисках, лентах или прочих физических носителях",1
3355,Краснодарский,Книжки электронные записные и аналогичная компьютерная техника,1
3357,Краснодарский,Ковры прочие (включая войлочные),1
3359,Краснодарский,Коктейли,1
3361,Краснодарский,Колбасы вареные для детского питания,1
3362,Краснодарский,Колготы женские из шерстяной и смешанной (полушерстяной) пряжи,1
3365,Краснодарский,Кольца резиновые уплотнительные,1
3368,Краснодарский,"Комплектующие (запасные части) вентиляторов, не имеющие самостоятельных группировок",1
3370,Краснодарский,"Комплектующие (запасные части) машин для выемки грунта, не имеющие самостоятельных группировок",1
3394,Краснодарский,Конденсаторы переменной или регулируемой емкости (предварительно настраиваемые),1
3371,Краснодарский,"Комплектующие (запасные части) мотоциклов, не имеющие самостоятельных группировок",1
3372,Краснодарский,"Комплектующие (запасные части) насосов турбомолекулярных глубокого вакуума, не имеющие самостоятельных группировок",1
